DMS_id,n,Spearman,AUC,MCC,NDCG,AP
4D5_HER2_fitness_1N8Z,2080,0.329689373338465,0.8261628862590401,0.3055555555555556,0.8127744301856442,0.3443704493298556
5A12_Ang2_fitness_4ZFG,944,0.12942976738753073,0.6294712045130494,0.1104829210836278,0.5979134535599997,0.15365145383435092
5A12_VEGF_fitness_4ZFF,29981,0.4628562141742723,0.665360412240486,0.0579290126039322,0.686086267303057,0.14739933000325728
ACE2_SARS2-RBD_enrich_6M17,2186,0.27777916921832313,0.5144937124657302,-0.019994289335682598,0.6004611780148662,0.10188365007290642
BH3_Bcl-xL_normed_1PQ1,518,0.6384481407233836,0.8472680752723671,0.38007593265103995,0.8960692438002881,0.4404264819437385
BH3_Mcl-1_normed_3KZ0,518,0.655539539686631,0.9208897325850115,0.44420600858369097,0.9140207028824576,0.6188789033151626
CD19_FMC63_Fitness_7URV,3886,0.42920822773459993,0.6444629157446617,0.06591204226250579,0.7283514025517945,0.1503215834317103
CXCR4_CXCL12_enrich_8U4O,5585,0.15701373800016497,0.5455093264576973,0.05774765494918374,0.6303779520214251,0.12488637209717902
GB1_IgG-Fc_fitness_1FCC,92891,0.5669004926715159,0.7224807069140108,0.1221407373713379,0.7248200283510652,0.1840898786437829
GB1_IgG-Fc_fitness_1FCC_2016,22176,0.24265783758327894,0.5756674453683664,0.08724751193014799,0.761076198169484,0.14113305927697067
HLA-A2_TAPBPR_meanscore_5WER,3344,0.41564384915688213,0.6617838028203945,0.10098163221777454,0.7049188763313667,0.1577025644219221
KRAS_DARPinK27_norfitness_5O2S,19533,0.33907686130107473,0.6587602082670173,0.09412974318070383,0.6708078533553624,0.15701373871842503
KRAS_PICK3CG-RBD_norfitness_1HE8,19203,0.47521516370784267,0.7102896460893886,0.18904691572163532,0.7648748404120815,0.23227804468894767
KRAS_RAF1-RBD_norfitness_6VJJ,23162,0.41806492062507555,0.690683345940861,0.13630215331464446,0.7432266764292089,0.18789960339417294
KRAS_RAF1_norfitness_6VJJ,12677,0.5072414945149016,0.7111820652962836,0.14736629419521308,0.7705245228871122,0.19631220858278398
KRAS_RALGDS-RBD_norfitness_1LFD,20341,0.5250293764669882,0.7112634672521577,0.22047841955237502,0.808998129093152,0.24032955428612524
KRAS_SOS1_norfitness_8BE4,19425,0.32162385392328946,0.6932086840825558,0.13990792264352722,0.6704115556281423,0.18702484017046583
PSD95_CRIPT_1BE9,1577,0.421609270878672,0.5758512412913355,0.015263021739324359,0.6585756150891309,0.1187222662509696
PSD95_Tm2F_1BE9,1577,0.21068972591442636,0.47666390130328906,0.008229186180319533,0.564711403827899,0.0969942324524383
SARS2-RBD_ACE2_deltaKd_6M0J,21872,0.6620453388393235,0.8697472278638688,0.3789103669792595,0.847658100750777,0.40234124691696244
Z-domain_ZSPA-1_LL1_fitness_1LP1,45476,0.019400034303516937,0.47084405889001063,-0.054609975974856194,0.5133894050996552,0.08776951712168163
Z-domain_ZSPA-1_LL2_fitness_1LP1,5583,0.11384672752769569,0.6718183844558641,0.04379443786105762,0.5497837940219281,0.15384134227663482
Z-domain_ZpA963_HL1_fitness_2M5A,2904,0.2901584091800152,0.7266495963218537,0.1827066096953772,0.7029023048983372,0.2292572501418167
Z-domain_ZpA963_HL2_fitness_2M5A,600,0.3869513078356138,0.7223148148148147,0.2222222222222222,0.7469998626790024,0.2853803574061953
hYAP65_peptide_FunctioncalScore_1JMQ,18407,0.07971739452386782,0.5537515469044108,-0.004906845385236005,0.5001059969377043,0.10760893071357235
