DMS_id,n,Spearman,AUC,MCC,NDCG,AP
4D5_HER2_fitness_1N8Z,2080,0.3561340674684769,0.8281943417159764,0.27350427350427353,0.8179888528009045,0.3660302890864024
5A12_Ang2_fitness_4ZFG,944,0.1538363041408089,0.6317401277044201,0.1572996094476474,0.6720231177433268,0.18323515477301094
5A12_VEGF_fitness_4ZFF,29981,0.10978898169632717,0.5132445985065912,-0.012666307909379925,0.588036215502612,0.09840536862898458
ACE2_SARS2-RBD_enrich_6M17,2186,0.26637190260718185,0.5013812379141682,-0.004770493972463455,0.6268339356168922,0.11308909824460994
BH3_Bcl-xL_normed_1PQ1,518,0.5517374247948493,0.8576469131726643,0.31594585671838893,0.8644546326934571,0.45611943819373374
BH3_Mcl-1_normed_3KZ0,518,0.6773515501839201,0.9209310003301419,0.46558270056124135,0.8913862676335746,0.549683695896688
CD19_FMC63_Fitness_7URV,3886,0.15355232731384752,0.6904542067762214,0.27350192180268634,0.6981652493032101,0.2869019771196873
CXCR4_CXCL12_enrich_8U4O,5585,0.09078325532882309,0.5237779646019589,0.04780828422079961,0.5770698433382663,0.1203147527710363
GB1_IgG-Fc_fitness_1FCC,92891,0.6758435718764898,0.7742788003978135,0.1738146985997862,0.7564526564750332,0.22305661915835018
GB1_IgG-Fc_fitness_1FCC_2016,22176,0.5297283999370921,0.7761647069305415,0.19896200415823637,0.8314542430291942,0.25488443283467194
HLA-A2_TAPBPR_meanscore_5WER,3344,0.31425324041881236,0.610917000243052,0.0412682350957079,0.6287588976233239,0.13719725331108024
KRAS_DARPinK27_norfitness_5O2S,19533,0.3811354781090954,0.6288375453567324,0.11346407383472522,0.6941725453893156,0.15889882086309
KRAS_PICK3CG-RBD_norfitness_1HE8,19203,0.4115452273412154,0.6571961113442861,0.17689997223387094,0.6958657642258448,0.2055929985310675
KRAS_RAF1-RBD_norfitness_6VJJ,23162,0.4083213434410461,0.632925730775056,0.09807047567529392,0.7352026340593094,0.16179140885503812
KRAS_RAF1_norfitness_6VJJ,12677,0.4606837610062806,0.6860823045506439,0.16313957960578468,0.7916922944080595,0.19081874578262925
KRAS_RALGDS-RBD_norfitness_1LFD,20341,0.4984163031082225,0.6467224792016895,0.1478250416970603,0.7568509642957895,0.1736805394504765
KRAS_SOS1_norfitness_8BE4,19425,0.34404303654280355,0.6646558245072073,0.11245817549385256,0.6549074801303993,0.16919690857703085
PSD95_CRIPT_1BE9,1577,0.3940994081090453,0.5698544169989563,0.05746603509335332,0.6312181239041023,0.11626093944609428
PSD95_Tm2F_1BE9,1577,0.23765563848747895,0.5384786933212015,0.12077055512439674,0.615101301892116,0.14148389688041657
SARS2-RBD_ACE2_deltaKd_6M0J,21872,0.7472797843177827,0.8844747931392789,0.36672218121270367,0.8471449501390508,0.38632953022503375
Z-domain_ZSPA-1_LL1_fitness_1LP1,45476,0.12352618549907586,0.5559417997928202,-0.018437949526288834,0.5205886375008423,0.10530972921568249
Z-domain_ZSPA-1_LL2_fitness_1LP1,5583,0.3811433376980097,0.8180253566423208,0.11536075852010529,0.7185133062603053,0.23763026270965817
Z-domain_ZpA963_HL1_fitness_2M5A,2904,0.20206912491525406,0.692105162792961,0.16361096973498881,0.6783190181508196,0.22083162451336885
Z-domain_ZpA963_HL2_fitness_2M5A,600,0.2776390567095759,0.7082407407407407,0.2222222222222222,0.7322460121954563,0.26506960360896614
hYAP65_peptide_FunctioncalScore_1JMQ,18407,0.16365452503553787,0.5919385024712763,0.01682087019066099,0.5521562850475535,0.11932578535338108
