lam,step,l_div,l_anchor
0.3,50,-0.3493066430091858,2.667642831802368
0.3,100,0.018878217786550522,5.093363285064697
0.3,150,-0.033559080213308334,0.995911180973053
0.3,200,-0.09206926822662354,1.366678237915039
0.3,250,0.12051284313201904,0.753491997718811
0.3,299,-0.33601415157318115,0.585422158241272
1.0,0,0.03676596283912659,3.8556888103485107
1.0,50,-0.1370122879743576,1.4365659952163696
1.0,100,0.03468457981944084,0.5487099885940552
1.0,150,-0.23417752981185913,0.9525339603424072
1.0,200,-0.034321293234825134,0.8204503655433655
1.0,250,-0.04250447079539299,0.664647102355957
1.0,299,-0.20484988391399384,0.7219794988632202
3.0,0,0.07235166430473328,4.453549385070801
3.0,50,0.01576407253742218,2.59350323677063
3.0,100,0.020857051014900208,0.7753211259841919
3.0,150,-0.3455777168273926,0.7723217606544495
3.0,200,0.0673709362745285,1.4595937728881836
3.0,250,0.05488058552145958,0.7437681555747986
3.0,299,-0.07440310716629028,0.786267101764679
10.0,0,-0.10945229232311249,2.9611618518829346
10.0,50,-0.26552891731262207,1.3933417797088623
10.0,100,-0.0239101629704237,0.614776074886322
10.0,150,-0.21110540628433228,0.6965987086296082
10.0,200,-0.03363955020904541,0.5069082379341125
10.0,250,0.035728298127651215,0.4829666316509247
10.0,299,-0.3543545603752136,0.5313103199005127
30.0,0,0.03188153728842735,4.358310699462891
30.0,50,-0.18744784593582153,1.333722472190857
30.0,100,0.02561485767364502,0.658836841583252
30.0,150,-0.14700044691562653,0.6587297916412354
30.0,200,-0.027144886553287506,0.5186426043510437
30.0,250,0.08179111778736115,0.6512603759765625
30.0,299,-0.13052509725093842,0.9227085709571838
