DMS_id,arm,alpha,alpha_eff,eps,rho,rho_base,auc,ap,delta,ctl
PSD95_Tm2F_1BE9,rand1,8.0,10.403600356994536,0.7906289100646973,0.1976291394931977,0.212750704290201,0.9668109668109668,0.8912420523765061,-0.0151215647970033,random
PSD95_Tm2F_1BE9,rand2,8.0,9.457815379160293,0.7906289100646973,0.2030757908399813,0.212750704290201,0.9903799903799904,0.9645973970686612,-0.009674913450219674,random
PSD95_Tm2F_1BE9,shuffled,8.0,9.060351713632954,0.7906289100646973,0.1975472210397808,0.212750704290201,0.988936988936989,0.9544084081818892,-0.015203483250420174,shuffled
5A12_Ang2_fitness_4ZFG,iface,-8.0,-8.0,0.615969181060791,0.1076163083625776,0.0953876100011037,0.0,0.0290781610692275,0.012228698361473903,iface
5A12_Ang2_fitness_4ZFG,rand0,-8.0,-6.290592751365438,0.615969181060791,0.0954145799189461,0.0953876100011037,0.9890159767610748,0.8954531886117894,2.6969917842400992e-05,random
5A12_Ang2_fitness_4ZFG,rand1,-8.0,-7.014964218485552,0.615969181060791,0.0958849147275619,0.0953876100011037,0.995733478576616,0.9507565034852484,0.0004973047264582031,random
5A12_Ang2_fitness_4ZFG,rand2,-8.0,-7.4093852735661265,0.615969181060791,0.0949676179988409,0.0953876100011037,0.9917392883079158,0.9041626431493656,-0.0004199920022627951,random
5A12_Ang2_fitness_4ZFG,shuffled,-8.0,-6.069255792694001,0.615969181060791,0.0996471393299506,0.0953876100011037,0.9733115468409586,0.6694492020168515,0.004259529328846906,shuffled
5A12_Ang2_fitness_4ZFG,iface,-4.0,-4.0,0.3079845905303955,0.1007614230233846,0.0953876100011037,0.0,0.0290781610692275,0.005373813022280904,iface
5A12_Ang2_fitness_4ZFG,rand0,-4.0,-3.145296375682719,0.3079845905303955,0.0951344037585344,0.0953876100011037,0.9993191721132896,0.9904891304347826,-0.0002532062425693038,random
5A12_Ang2_fitness_4ZFG,rand1,-4.0,-3.507482109242776,0.3079845905303955,0.0958181607326666,0.0953876100011037,0.999591503267974,0.9938387635756056,0.00043055073156289536,random
5A12_Ang2_fitness_4ZFG,rand2,-4.0,-3.7046926367830633,0.3079845905303955,0.095292798314656,0.0953876100011037,0.9991830065359476,0.9866011099047216,-9.481168644770444e-05,random
5A12_Ang2_fitness_4ZFG,shuffled,-4.0,-3.0346278963470006,0.3079845905303955,0.0966218597232186,0.0953876100011037,0.9965504720406682,0.9477900254242304,0.0012342497221149024,shuffled
5A12_Ang2_fitness_4ZFG,iface,-2.0,-2.0,0.1539922952651977,0.0974305004256554,0.0953876100011037,0.0,0.0290781610692275,0.002042890424551705,iface
5A12_Ang2_fitness_4ZFG,rand0,-2.0,-1.5726481878413594,0.1539922952651977,0.0948777844768112,0.0953876100011037,1.0,1.0,-0.0005098255242925037,random
5A12_Ang2_fitness_4ZFG,rand1,-2.0,-1.753741054621388,0.1539922952651977,0.0959057142831773,0.0953876100011037,0.9999546114742192,0.9992492492492492,0.0005181042820736059,random
5A12_Ang2_fitness_4ZFG,rand2,-2.0,-1.852346318391532,0.1539922952651977,0.0953533991596934,0.0953876100011037,0.999863834422658,0.997683993517327,-3.42108414102954e-05,random
5A12_Ang2_fitness_4ZFG,shuffled,-2.0,-1.5173139481735003,0.1539922952651977,0.0950764994118495,0.0953876100011037,0.9994553376906318,0.9911031983400403,-0.0003111105892542043,shuffled
5A12_Ang2_fitness_4ZFG,iface,-1.0,-1.0,0.0769961476325988,0.0959008035929616,0.0953876100011037,0.5083514887436457,0.058932896938981,0.000513193591857905,iface
5A12_Ang2_fitness_4ZFG,rand0,-1.0,-0.7863240939206797,0.0769961476325988,0.0950546909632862,0.0953876100011037,1.0,1.0,-0.0003329190378175001,random
5A12_Ang2_fitness_4ZFG,rand1,-1.0,-0.876870527310694,0.0769961476325988,0.0955842739408473,0.0953876100011037,1.0,1.0,0.00019666393974360208,random
5A12_Ang2_fitness_4ZFG,rand2,-1.0,-0.9261731591957658,0.0769961476325988,0.095326820731966,0.0953876100011037,0.9999092229484386,0.9984776443109776,-6.078926913770377e-05,random
5A12_Ang2_fitness_4ZFG,shuffled,-1.0,-0.7586569740867501,0.0769961476325988,0.0947306544654389,0.0953876100011037,1.0,1.0,-0.0006569555356648049,shuffled
5A12_Ang2_fitness_4ZFG,iface,-0.5,-0.5,0.0384980738162994,0.0955784885987097,0.0953876100011037,1.0,1.0,0.0001908785976059979,iface
5A12_Ang2_fitness_4ZFG,rand0,-0.5,-0.3931620469603398,0.0384980738162994,0.0953569277095081,0.0953876100011037,1.0,1.0,-3.068229159559899e-05,random
5A12_Ang2_fitness_4ZFG,rand1,-0.5,-0.438435263655347,0.0384980738162994,0.0954959459121693,0.0953876100011037,1.0,1.0,0.00010833591106559903,random
5A12_Ang2_fitness_4ZFG,rand2,-0.5,-0.4630865795978829,0.0384980738162994,0.0951693645332422,0.0953876100011037,1.0,1.0,-0.00021824546786149146,random
5A12_Ang2_fitness_4ZFG,shuffled,-0.5,-0.3793284870433751,0.0384980738162994,0.0950427807495888,0.0953876100011037,1.0,1.0,-0.00034482925151489707,shuffled
5A12_Ang2_fitness_4ZFG,iface,0.5,0.5,0.0384980738162994,0.0950720803795746,0.0953876100011037,1.0,1.0,-0.0003155296215291009,iface
5A12_Ang2_fitness_4ZFG,rand0,0.5,0.3931620469603398,0.0384980738162994,0.0954846943193654,0.0953876100011037,1.0,1.0,9.708431826170594e-05,random
5A12_Ang2_fitness_4ZFG,rand1,0.5,0.438435263655347,0.0384980738162994,0.0953013624382239,0.0953876100011037,1.0,1.0,-8.624756287979596e-05,random
5A12_Ang2_fitness_4ZFG,rand2,0.5,0.4630865795978829,0.0384980738162994,0.0956326071501703,0.0953876100011037,1.0,1.0,0.0002449971490666031,random
5A12_Ang2_fitness_4ZFG,shuffled,0.5,0.3793284870433751,0.0384980738162994,0.0956542810139853,0.0953876100011037,1.0,1.0,0.00026667101288160855,shuffled
5A12_Ang2_fitness_4ZFG,iface,1.0,1.0,0.0769961476325988,0.0949568887375697,0.0953876100011037,1.0,1.0,-0.0004307212635339952,iface
5A12_Ang2_fitness_4ZFG,rand0,1.0,0.7863240939206797,0.0769961476325988,0.0955574772777123,0.0953876100011037,0.9999546114742192,0.9992492492492492,0.00016986727660860124,random
5A12_Ang2_fitness_4ZFG,rand1,1.0,0.876870527310694,0.0769961476325988,0.0951599117987828,0.0953876100011037,1.0,1.0,-0.00022769820232089455,random
5A12_Ang2_fitness_4ZFG,rand2,1.0,0.9261731591957658,0.0769961476325988,0.0957876794699084,0.0953876100011037,1.0,1.0,0.0004000694688047063,random
5A12_Ang2_fitness_4ZFG,shuffled,1.0,0.7586569740867501,0.0769961550831794,0.0957471011556424,0.0953876100011037,1.0,1.0,0.0003594911545387047,shuffled
5A12_Ang2_fitness_4ZFG,iface,2.0,2.0,0.1539922952651977,0.0954554756127077,0.0953876100011037,1.0,1.0,6.786561160400384e-05,iface
