DMS_id,arm,alpha,alpha_eff,eps,rho,rho_base,auc,ap,delta
PSD95_CRIPT_1BE9,shuffled,-1.0,-1.0482417770106947,0.09851066023111343,0.37172787642632577,0.3716863840697702,1.0,1.0,4.149235655553918e-05
PSD95_CRIPT_1BE9,iface,-0.5,-0.5,0.04925533011555672,0.3722596949840538,0.3716863840697702,1.0,1.0,0.0005733109142835868
PSD95_CRIPT_1BE9,rand0,-0.5,-0.579016709475407,0.04925533011555672,0.3730431992903171,0.3716863840697702,1.0,1.0,0.0013568152205468698
PSD95_CRIPT_1BE9,rand1,-0.5,-0.6478890622386555,0.049255333840847015,0.3720178043376478,0.3716863840697702,1.0,1.0,0.00033142026787758017
PSD95_CRIPT_1BE9,rand2,-0.5,-0.5900839553728515,0.049255333840847015,0.3724693902196902,0.3716863840697702,1.0,1.0,0.0007830061499199958
PSD95_CRIPT_1BE9,shuffled,-0.5,-0.5241208885053473,0.049255333840847015,0.37178422544405665,0.3716863840697702,1.0,1.0,9.784137428642259e-05
PSD95_CRIPT_1BE9,iface,0.5,0.5,0.04925533011555672,0.3710450877604407,0.3716863840697702,1.0,1.0,-0.0006412963093295199
PSD95_CRIPT_1BE9,rand0,0.5,0.579016709475407,0.04925533011555672,0.3704242766286985,0.3716863840697702,1.0,1.0,-0.001262107441071747
PSD95_CRIPT_1BE9,rand1,0.5,0.6478890622386555,0.04925533011555672,0.3716099392043535,0.3716863840697702,1.0,1.0,-7.644486541674711e-05
PSD95_CRIPT_1BE9,rand2,0.5,0.5900839553728515,0.049255333840847015,0.3708531520060259,0.3716863840697702,1.0,1.0,-0.0008332320637443047
PSD95_CRIPT_1BE9,shuffled,0.5,0.5241208885053473,0.04925533011555672,0.37158105864871294,0.3716863840697702,1.0,1.0,-0.00010532542105728959
PSD95_CRIPT_1BE9,iface,1.0,1.0,0.09851066023111343,0.37009292034126035,0.3716863840697702,1.0,1.0,-0.0015934637285098807
PSD95_CRIPT_1BE9,rand0,1.0,1.158033418950814,0.09851066023111343,0.369149590423945,0.3716863840697702,1.0,1.0,-0.0025367936458252083
PSD95_CRIPT_1BE9,rand1,1.0,1.295778124477311,0.09851066023111343,0.3715880034381276,0.3716863840697702,1.0,1.0,-9.838063164263611e-05
PSD95_CRIPT_1BE9,rand2,1.0,1.180167910745703,0.09851066023111343,0.3700133124779307,0.3716863840697702,1.0,1.0,-0.0016730715918395478
PSD95_CRIPT_1BE9,shuffled,1.0,1.0482417770106947,0.09851066023111343,0.3709686582228713,0.3716863840697702,1.0,1.0,-0.0007177258468989423
PSD95_CRIPT_1BE9,iface,2.0,2.0,0.19702132046222687,0.36684140619972194,0.3716863840697702,1.0,1.0,-0.004844977870048284
