DMS_id,lam,step,rho,rho_base,gain,corr_w_after,corr_w_before,ds_rms,final_M
KRAS_RAF1-RBD_norfitness_6VJJ,1.0,2000,0.6047592291781955,0.44129515556233045,0.163464073615865,-0.26290330142762064,0.0950670594035094,2.2193009853363037,
KRAS_RAF1-RBD_norfitness_6VJJ,1.0,3000,0.610181438188548,0.44129515556233045,0.16888628262621752,-0.2891250391903508,0.0950670594035094,1.9178197383880615,
KRAS_RAF1-RBD_norfitness_6VJJ,3.0,300,0.4780473487332334,0.44129515556233045,0.03675219317090295,0.0463639566773278,0.0950670594035094,2.393935441970825,
KRAS_RAF1-RBD_norfitness_6VJJ,3.0,1000,0.4987390639443451,0.44129515556233045,0.05744390838201463,0.007428166242937398,0.0950670594035094,2.158350706100464,
KRAS_RAF1-RBD_norfitness_6VJJ,3.0,2000,0.5039842070431158,0.44129515556233045,0.0626890514807853,-0.012139433583528453,0.0950670594035094,1.500345230102539,
KRAS_RAF1-RBD_norfitness_6VJJ,3.0,3000,0.5078240716706179,0.44129515556233045,0.06652891610828748,-0.017325197531574122,0.0950670594035094,1.6309446096420288,
KRAS_RAF1-RBD_norfitness_6VJJ,0.3,300,0.6898255459587819,0.44129515556233045,0.24853039039645142,-0.45931548820316664,0.0950670594035094,4.77792501449585,5.0
KRAS_RAF1-RBD_norfitness_6VJJ,0.3,1000,0.6738280694049713,0.44129515556233045,0.23253291384264085,-0.6244118937189659,0.0950670594035094,4.787467956542969,5.0
KRAS_RAF1-RBD_norfitness_6VJJ,0.3,2000,0.6487734406354227,0.44129515556233045,0.2074782850730923,-0.7120100895155712,0.0950670594035094,4.837750434875488,5.0
KRAS_RAF1-RBD_norfitness_6VJJ,0.3,3000,0.6326801940642836,0.44129515556233045,0.1913850385019531,-0.762715969538137,0.0950670594035094,4.960604190826416,5.0
PSD95_CRIPT_1BE9,0.001,300,0.5386648302976924,0.3671972647143384,0.17146756558335402,-0.8594490035678842,-0.07955690401739719,3.277764320373535,
PSD95_CRIPT_1BE9,0.001,1000,0.5091446597374463,0.3671972647143384,0.14194739502310788,-0.9691770616012604,-0.07955690401739719,4.213600158691406,
PSD95_CRIPT_1BE9,0.001,2000,0.4967910971285272,0.3671972647143384,0.12959383241418881,-0.9891728480748534,-0.07955690401739719,4.96940279006958,
PSD95_CRIPT_1BE9,0.001,3000,0.49669864227516775,0.3671972647143384,0.12950137756082936,-0.9947814680973243,-0.07955690401739719,5.176913738250732,
PSD95_CRIPT_1BE9,0.003,300,0.5408146670892849,0.3671972647143384,0.17361740237494655,-0.8587663169644549,-0.07955690401739719,3.193133592605591,
PSD95_CRIPT_1BE9,0.003,1000,0.5180380786462815,0.3671972647143384,0.1508408139319431,-0.9676022897860457,-0.07955690401739719,3.9910712242126465,
PSD95_CRIPT_1BE9,0.003,2000,0.5005105338439355,0.3671972647143384,0.13331326912959712,-0.9889370421668887,-0.07955690401739719,4.459637641906738,
PSD95_CRIPT_1BE9,0.003,3000,0.49843532314396954,0.3671972647143384,0.13123805842963115,-0.9944891189967849,-0.07955690401739719,4.439396858215332,
PSD95_CRIPT_1BE9,0.01,300,0.5466957159505331,0.3671972647143384,0.17949845123619473,-0.8547526265068015,-0.07955690401739719,3.019211530685425,
PSD95_CRIPT_1BE9,0.01,1000,0.515968126922421,0.3671972647143384,0.1487708622080826,-0.9677437756798956,-0.07955690401739719,3.6076767444610596,
PSD95_CRIPT_1BE9,0.01,2000,0.5069803218725853,0.3671972647143384,0.13978305715824696,-0.9878736860885187,-0.07955690401739719,3.75199294090271,
PSD95_CRIPT_1BE9,0.01,3000,0.5037675797430019,0.3671972647143384,0.1365703150286635,-0.9931148950484141,-0.07955690401739719,3.5906474590301514,
PSD95_CRIPT_1BE9,0.03,300,0.551528053738206,0.3671972647143384,0.18433078902386762,-0.835013264215741,-0.07955690401739719,2.6651017665863037,
PSD95_CRIPT_1BE9,0.03,1000,0.5259390684301333,0.3671972647143384,0.15874180371579488,-0.9586034468757634,-0.07955690401739719,3.134093761444092,
PSD95_CRIPT_1BE9,0.03,2000,0.5184877488258801,0.3671972647143384,0.15129048411154172,-0.9810523971567493,-0.07955690401739719,3.2082109451293945,
PSD95_CRIPT_1BE9,0.03,3000,0.5168045228898356,0.3671972647143384,0.1496072581754972,-0.9878173459330196,-0.07955690401739719,3.0007691383361816,
PSD95_CRIPT_1BE9,0.1,300,0.5413739405776778,0.3671972647143384,0.17417667586333946,-0.6529229714864789,-0.07955690401739719,1.8645122051239014,
PSD95_CRIPT_1BE9,0.1,1000,0.5481434213398668,0.3671972647143384,0.18094615662552843,-0.8840385375859736,-0.07955690401739719,2.4756510257720947,
PSD95_CRIPT_1BE9,0.1,2000,0.5467532562147475,0.3671972647143384,0.17955599150040907,-0.9365447643330576,-0.07955690401739719,2.670391082763672,
PSD95_CRIPT_1BE9,0.1,3000,0.5458865195673452,0.3671972647143384,0.17868925485300685,-0.9560032150377453,-0.07955690401739719,2.4902260303497314,
