DMS_id,n,max_abs,max_rel,corr,scale
5A12_Ang2_fitness_4ZFG,944,0.000244140625,2.9505300848587207e-07,0.999999999944784,828.4457279787225
PSD95_CRIPT_1BE9,1577,3.051757818184342e-05,1.7260565321487523e-07,0.9999999999895576,183.37844359035648
