lam,step,l_div,l_anchor
10.0,200,-0.1908293068408966,0.33055147528648376
10.0,250,0.11118584126234055,0.4532490074634552
10.0,299,-0.2020803540945053,0.28856122493743896
30.0,0,-0.07394668459892273,1.9664745330810547
30.0,50,-0.1048588901758194,0.40831711888313293
30.0,100,-0.008795229718089104,0.344025194644928
30.0,150,0.14399930834770203,0.29155367612838745
30.0,200,-0.11965209245681763,0.31036385893821716
30.0,250,0.08075793087482452,0.2407064139842987
30.0,299,-0.08871419727802277,0.6696650981903076
0.03,0,0.2825028598308563,62.88868713378906
0.03,50,0.2063111811876297,5.0308332443237305
0.03,100,-0.2821917235851288,3.5043139457702637
0.03,150,-0.11478985846042633,4.441540718078613
0.03,200,0.15667591989040375,45.711238861083984
0.03,250,0.02200424112379551,3.2547125816345215
0.03,299,-0.052710458636283875,2.7021117210388184
0.1,0,-0.1758686751127243,49.30698013305664
0.1,50,-0.20396581292152405,4.524113178253174
0.1,100,-0.01793440245091915,5.959144592285156
0.1,150,0.18770785629749298,3.9966683387756348
0.1,200,-0.2658829689025879,7.514924049377441
0.1,250,-0.16481687128543854,6.752884387969971
0.1,299,-0.04183756560087204,5.930479049682617
0.3,0,-0.15150335431098938,39.96057891845703
0.3,50,-0.024725312367081642,3.538818597793579
0.3,100,-0.18967024981975555,6.384276390075684
0.3,150,-0.020209893584251404,5.724275588989258
0.3,200,-0.41668790578842163,7.838533878326416
0.3,250,-0.15993493795394897,15.594372749328613
0.3,299,-0.2144126147031784,4.311533451080322
1.0,0,0.12347977608442307,44.47527313232422
1.0,50,0.05125037208199501,3.0322930812835693
1.0,100,-0.2620200514793396,3.8334174156188965
1.0,150,-0.09613723307847977,6.248885154724121
1.0,200,-0.1669800728559494,18.585115432739258
1.0,250,0.03599129244685173,4.664759159088135
1.0,299,-0.125945046544075,6.016546249389648
3.0,0,-0.008788961917161942,48.88996887207031
3.0,50,-0.06715625524520874,3.640214204788208
3.0,100,0.1278686374425888,5.5092692375183105
3.0,150,-0.1193770319223404,2.6421000957489014
3.0,200,-0.0020784533116966486,13.134504318237305
3.0,250,-0.15199919044971466,5.261331558227539
3.0,299,0.1709924340248108,3.9071335792541504
10.0,0,0.28699955344200134,38.52682113647461
10.0,50,-0.02726275473833084,6.924505710601807
10.0,100,-0.03584643453359604,2.5026347637176514
10.0,150,-0.3946327865123749,2.547954797744751
10.0,200,-0.27577295899391174,7.358311176300049
10.0,250,-0.17016221582889557,8.037736892700195
10.0,299,-0.1603730320930481,6.7896504402160645
30.0,0,0.1826152801513672,38.321266174316406
30.0,50,-0.288751482963562,3.745828628540039
30.0,100,-0.0670911967754364,4.335999965667725
30.0,150,0.017552778124809265,3.5153937339782715
30.0,200,-0.2398090362548828,7.951247215270996
30.0,250,-0.04605924338102341,3.5411369800567627
30.0,299,0.10193764418363571,4.83549165725708
